ID,Name,Description,ColumnSpec,category,type,unit,source_comment,changes,comment
CARNEIRO6_182,"Guilds of craft or service specialists [Note, similar to CARNEIRO4_094]","Guilds (i.e., cooperative associations) of craft or service specialists, including labor unions",,Economics,Categorical,,,,
CARNEIRO6_183,Guilds of merchants or bankers,Guilds of merchants or bankers,,Economics,Categorical,,,,
CARNEIRO6_184,"Taxation in kind [Note, identical to CARNEIRO4_116]","Taxation in kind (including produce from land farmed for the state, but excluding required contributions to community projects or ceremonies)",,Economics,Categorical,,,,
CARNEIRO6_185,"Taxation in currency [Note, similar to CARNEIRO4_117]",Taxation in currency,,Economics,Categorical,,,,
CARNEIRO6_186,"Official tax, tribute, or customs collectors [Note, similar to CARNEIRO4_11]","Official tax, tribute, or customs collectors (excluding local chiefs)",,Economics,Categorical,,,,
CARNEIRO6_187,Regular taxes,Collection of taxes in kind or currency on a regular schedule and at fixed rates,,Economics,Categorical,,,,
CARNEIRO6_188,Special taxes,"Special taxes, in addition to regular taxes, levied for special needs (e.g., war expenses, public works, royal marriages; but excluding primarily religious taxes)",,Economics,Categorical,,,,
CARNEIRO6_189,Tax obligations commutable into state service,Tax obligations commutable into service to the state or its representative,,Economics,Categorical,,,,
CARNEIRO6_190,Assessors appraising property for tax calculation,"Assessors (as distinct from tax collectors) who appraise land or other property, and determine the amount of taxes to be paid",,Economics,Categorical,,,,
CARNEIRO6_191,Taxes on land,Taxes assessed on land,,Economics,Categorical,,,,
CARNEIRO6_192,Taxes on movable property,Taxes assessed on movable property (including crops and livestock),,Economics,Categorical,,,,
CARNEIRO6_193,Taxes on commerce,"Taxes on commerce (e.g., sales taxes, taxes on goods brought to market, ground rents on places in market)",,Economics,Categorical,,,,
CARNEIRO6_194,Taxes on luxury goods,"Taxes on the manufacture, sale, or consumption of luxury goods",,Economics,Categorical,,,,
CARNEIRO6_195,Inheritance taxes,Inheritance taxes,,Economics,Categorical,,,,
CARNEIRO6_196,Duties on imported goods,"Duties on goods imported, or transported across internal boundaries",,Economics,Categorical,,,,
CARNEIRO6_197,"Tolls [Note, similar to CARNEIRO4_119]","Tolls collected for the use of roads, bridges, or ferries",,Economics,Categorical,,,,
CARNEIRO6_198,Produce from private lands for the ruler or state,"Produce of certain privately-worked lands set aside for the chief, king, tribe, or state (exclufing chief's land worked by the people at large for his support)",,Economics,Categorical,,,,
CARNEIRO6_199,"Superintendent of royal or state herds, lands, or forests","Superintendent who supervises the maintenance of royal or state herds, lands, or forests",,Economics,Categorical,,,,
CARNEIRO6_200,The extent of landholdings limited by law or decree,The extent of landholdings limited by law or decree,,Economics,Categorical,,,,
CARNEIRO6_201,State-regulated rent on private property,State fixes rent or rent ceilings on privately owned lands or dwellings,,Economics,Categorical,,,,
CARNEIRO6_202,Government operates industries or exploits resources directly,"Government operates industries or exploits resources directly (e.g., weaving, armoring, goldsmithing; mines, salt deposits)",,Economics,Categorical,,,,
CARNEIRO6_203,Government derives revenue from industries and resources indirectly,"Government derives revenue from industries and resources indirectly (e.g., licenses salt production, wine making, ironworking, mining)",,Economics,Categorical,,,,
CARNEIRO6_204,Government registration or licensing of specialists or merchants,"Government registration or licensing of craft specialists, service specialists, or merchants for purposes of taxation or control",,Economics,Categorical,,,,
CARNEIRO6_205,State contracts private enterprises for certain functions or goods,"State lets out contracts to private enterprises for the performance of certain functions (e.g., public works, tax collection) or the supply of certain goods",,Economics,Categorical,,,,
CARNEIRO6_206,State sells or auctions public property,"State sells or auctions public property (e.g., public lands, confiscated property, captured war booty) to raise revenue",,Economics,Categorical,,,,
CARNEIRO6_207,Government trades commodities on the open market,Government buys or sells commodities on the open market,,Economics,Categorical,,,,
CARNEIRO6_208,State obtains loans from private or foreign sources,State obtains loans from private sources or from other states,,Economics,Categorical,,,,
CARNEIRO6_209,"Governmental supervision or regulation of commerce [Note, similar to CARNEIRO4_107]","Governmental supervision or regulation of commerce (e.g., inspecting weights and measures, maintaining order in markets, settling commercial disputes, enforcing payment of debts, fixing price levels)",,Economics,Categorical,,,,
CARNEIRO6_210,Government inspection or regulation of places of entertainment,"Government inspection, licensing, or regulation of places of entertainment (e.g., taverns, gambling houses, brothels)",,Economics,Categorical,,,,
CARNEIRO6_211,"State-directed trade [Note, identical to CARNEIRO4_114]","State-directed trade (i.e., trade carried on by agents of the state with other societies)",,Economics,Categorical,,,,
CARNEIRO6_212,Wage levels of certain occupations fixed by law,Wage levels of certain occupations fixed by law,,Economics,Categorical,,,,
CARNEIRO6_213,Interest rates fixed by law and usury punishable,Interest rates fixed by law and usury punishable,,Economics,Categorical,,,,
CARNEIRO6_214,Distraint of property for debt default or tax nonpayment,"Distraint of property (by government officials, not private seizure) for default of debts or nonpayment of taxes",,Economics,Categorical,,,,
CARNEIRO6_215,Government distributes food in times of shortage or famine,Government relieves conditions of food shortage or famine by distributing or selling foodstuffs,,Economics,Categorical,,,,
CARNEIRO6_216,Public or church support of the destitute,"Public, government, or church support (as against support by kinsmen or tribesmen only) of the destitute (e.g., widows, orphans, aged, or infirm), excluding becoming wards or servants of the chief or king by indigent person",,Economics,Categorical,,,,
CARNEIRO6_217,"Social segments above family [Note, identical to CARNEIRO4_124]","Social (rather than territorial) segments above the level of the extended family or household (e.g., lineages, sibs, moieties, marriage classes, social classes, castes, age grades, men’s clubs, secret societies, warrior societies, ceremonial teams, craft guilds)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_218,Two or more social segments,Two or more different types of social segments,,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_219,"Unilineal kin groups beyond families [Note, identical to CARNEIRO4_125]",Unilineal kin groups (segments) beyond extended families (including royal or chiefly lineages),,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_220,Genealogies for at least five generations,Genealogies traced back reliably for at least five generations,,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_221,Voluntary associations,"Voluntary associations, permanent and corporate, based on principles other than kinship or age",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_222,Blood brotherhood,Blood brotherhood or other special friendships solemnized by ceremonies,,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_223,"Occupational classes, castes, or descent groups","Occupational classes, castes, or descent groups (excluding slaves, but including clans with specific duties)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_224,"Bride price, bride service, or gift exchange","Marriage formalized by bride price, bride service, or gift exchange between the bride and groom or their families",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_225,Dowry,Dowry (as distinguished from the contribution of the bride or her family in gift exchange),,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_226,Marriage celebrated with a feast,Marriage celebrated with a feast,,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_227,Marriages performed by priests or state officials,Marriages performed or registered by priests or officials of the state (not including the mere blessing of the couple by a priest),,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_228,"Significant social status differences [Note, similar to CARNEIRO4_126]","Well-defined and significant differences in social status (other than the difference between the principal political leader or shaman and everyone else, or differences based on age or sex)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_229,Wealth accumulation brings prestige or influence,"The accumulation of wealth in movable property or land, even without its redistribution, brings considerable prestige or influence",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_230,Social stratification into distinct classes,"Stratification of the society into distinct social classes (excluding status distinctions based only on age or sex, and the ranking of clans or subclans)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_231,"Social stratification into at least three classes [Note, identical to CARNEIRO4_127]",Stratification of the society into at least three distinct social classes,,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_232,"Differences of rank within the upper classes [Note, similar to CARNEIRO4_128]",Differences of rank within the upper class(es) other than that based on political or religious office or sex,,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_233,"Class distinctions in legal liability for offenses [Note, identical to CARNEIRO4_204]","Class distinctions in legal liability for offenses (i.e., members of the various social classes have different rights under the law)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_234,"Ornaments, clothing or other marks distinguishing social classes [Note, similar to CARNEIRO4_129]","Special ornaments, differences in clothing, or other marks, which distinguish members of one class from the rest of the society",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_235,Insignia of noble or high rank,"Insignia of noble or high rank (e.g, ear plugs, special hairdos, coats of arms) meant primarily to indicate status rather than being largely ornamental",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_236,"Sumptuary laws [Note, identical to CARNEIRO4_130]","Sumptuary laws concerning dress, adornment, or other manifestations of wealth and serving to maintain class distinctions",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_237,"Some society members have superior residences [Note, similar to CARNEIRO4_131]",Some members of the society (other than the political leader) have categorically superior residences,,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_238,"Some society members own more land [Note, similar to CARNEIRO4_132]",Some members of the society (other than the political leader) own significantly more land than others,,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_239,Majordomos,Majordomos supervise staffs of private households or estates (other than that of the political leader),,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_240,"Some society members have numerous wives or concubines [Note, similar to CARNEIRO4_135]",Some members of the society (other than the political leader) have numerous wives or concubines (at least 8 or 10),,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_241,"Some society members have servants or retainers [Note, similar to CARNEIRO4_134]",Some members of the society (other than the political leader) have permanent servants or retainers (other than slaves),,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_242,Persons of high rank have special privileges,"Persons of high rank (other than the political leader) have special privileges (e.g., exemption from taxation or corvée, right to hold political office, right to remain seated in the king’s presence) excluding privileges relating to dress and ornament",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_243,"Competitive sports or spectacles staged by the upper classes [Note, similar to CARNEIRO4_136]",Competitive sports or spectacles staged by the political leader or members of the upper classes,,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_244,Hunting primarily an upper class pastime,"Hunting primarily a pastime of the chief, king, or upper classes",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_245,Codes of social conduct distinguishing class or status,Elaborate code of social conduct serves to distinguish between social classes or individuals of different social positions,,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_246,"Class differences in disposal of the dead [Note, similar to CARNEIRO4_139]","Status (excluding age and sex) class, or caste differences in disposal of the dead (based on social rather than religious status; exclude shamans and priests)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_247,"Some society members buried with wealth or animal sacrifices [Note, similar to CARNEIRO4_140]","Some members of the society (other than the political leader) buried with large amounts of wealth, or have a considerable number of animals sacrificed at their death",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_248,"Some society members buried with wives, retainers or slaves [Note, similar to CARNEIRO4_141]","Some members of the society (other than the political leader) buried with or accompanied in death by wives, concubines, retainers, or slaves",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_249,"Some society members elaborately buried [Note, similar to CARNEIRO4_142]","Some members of the society (other than the political leader) buried in elaborate tombs or graves (e.g., burial mounds, cist graves, thatched buildings)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_250,"Extrasocietal slavery [Note, similar to CARNEIRO4_121]","War captives or persons bought outside the society kept as slaves without subsequently being liberated, killed, or granted equal status with native-born members of the society",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_251,"Intrasocietal slavery [Note, identical to CARNEIRO4_122]","Debtors or criminals made slaves, or other freeborn members of the society (including wives and children) sold into slavery",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_252,"Slaves branded, tonsured, or otherwise identified","Slaves branded, tonsured, or otherwise identified",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_253,Slaves as personal servants,Some slaves kept as personal servants and not used in economically productive activities (including cooking),,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_254,Slaves economically significant,"Slaves as a class economically significant, i.e., they add to the economy more than they consume (produce food, make goods, or yield a product in significant amounts, rather than merely doing odd work)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_255,"Slaves bought and sold within the society [Note, identical to CARNEIRO4_123]",Slaves bought and sold within the society (excluding the selling into slavery of freeborn members of the society),,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_256,Slave markets,Slave markets,,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_257,Hereditary slavery,Hereditary slavery,,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_258,Manumission of slaves common,Manumission of slaves common,,Social Organization and Stratification,Categorical,,,,
CARNEIRO6_259,"Supra-community political units [Note, similar to CARNEIRO4_143]",Communities (or camps) continuously grouped (year-round) into larger political units which recognize some central authority,,Political Organization,Categorical,,,,
CARNEIRO6_260,"Supra-provincial political organization [Note, identical to CARNEIRO4_144]","Districts or provinces, each comprising several villages or communities, are permanently grouped into a larger political unit",,Political Organization,Categorical,,,,
CARNEIRO6_261,"Three or more levels of territorial administration [Note, identical to CARNEIRO4_155]","Three or more levels of territorial administration above the community (e.g., 1. district, 2. province, 3. quarter, 4. kingdom)",,Political Organization,Categorical,,,,
CARNEIRO6_262,"State [Note, similar to CARNEIRO4_145]","State: permanent organization of a number of supra-community units (districts, tribes, or provinces) into a single political unit under centralized control, involving at least (a) some power to collect revenue, (b) the power to conscript men for work or war, (c) some centralized judicial authority, and (d) the power to formulate and execute policy",,Political Organization,Categorical,,,,
CARNEIRO6_263,"Population of 100,000 or above","Population of the state 100,000 or above",,Political Organization,Categorical,,,,
CARNEIRO6_264,"Population of 1,000,000 or above","Population of the state 1,000,000 or above",,Political Organization,Categorical,,,,
CARNEIRO6_265,Citizenship,Citizenship: citizens have certain rights under the law which non-citizens do not have,,Political Organization,Categorical,,,,
CARNEIRO6_266,"Capital city, town, or village [Note, similar to CARNEIRO4_152]","State or tribe has capital city, town, or village",,Political Organization,Categorical,,,,
CARNEIRO6_267,"Municipal quarters [Note, similar to CARNEIRO4_038]",Towns or cities divided into quarters or wards for civil or judicial purposes,,Political Organization,Categorical,,,,
CARNEIRO6_268,State redistricts or moves populations,State endeavors to maintain administrative units of approximately equal size at each of several levels by redistricting or by the movement of populations,,Political Organization,Categorical,,,,
CARNEIRO6_269,Permission to move between administrative units,Government permission required to move from one administrative unit to another,,Political Organization,Categorical,,,,
CARNEIRO6_270,"Colonists [Note, similar to CARNEIRO4_164]",Colonists sent to settle in conquered or newly-opened territory,,Political Organization,Categorical,,,,
CARNEIRO6_271,"Young persons sent to capital for training, service or as hostages [Note, similar to CARNEIRO4_192]",Young persons sent to capital for training or royal service or as hostages,,Political Organization,Categorical,,,,
CARNEIRO6_272,"Headman, chief, king, or council of elders [Note, similar to CARNEIRO4_147]","A generally recognized agent or agency of the society (e.g., headman, chief, king, council of elders) makes decisions or policy affecting the society as a whole",,Political Organization,Categorical,,,,
CARNEIRO6_273,Powerful political leaders,"Political leader(s) has the power, by threat or exercise of active sanctions, to make individuals comply with his decisions (e.g., can assign tasks, draft labor, impose taxes, command military service)",,Political Organization,Categorical,,,,
CARNEIRO6_274,"Political leader exercises judicial power [Note, similar to CARNEIRO4_200]","Political leader(s) exercises judicial power (decides guilt and decrees punishment, or settles cases appealed to him; does not merely mediate)",,Political Organization,Categorical,,,,
CARNEIRO6_275,Political leader exercises supreme judicial authority,"Political leader(s) exercises supreme judicial authority, e.g., has the power to reverse decisions of inferior judges or courts in civil or criminal cases",,Political Organization,Categorical,,,,
CARNEIRO6_276,Leadership transmitted through royal line,Chiefly or kingly line through which political leadership is customarily transmitted,,Political Organization,Categorical,,,,
CARNEIRO6_277,Heir apparent undergoes training for future office,"Heir apparent undergoes rigorous or intensive training or education as preparation for his future office, including, e.g. serving as governor of a province",,Political Organization,Categorical,,,,
CARNEIRO6_278,Property qualifications required for public office,Property qualifications required for appointment or formal election to public office,,Political Organization,Categorical,,,,
CARNEIRO6_279,Secondary political leaders,"Secondary political leader(s) who have authority over segments of the society (e.g., sub-chiefs, house chiefs, clan chiefs, governors)",,Political Organization,Categorical,,,,
CARNEIRO6_280,"Advisory council for political leader [Note, similar to CARNEIRO4_149]","Formally constituted council (permanent or ad hoc) or official who advises, deliberates with, or controls the political leader",,Political Organization,Categorical,,,,
CARNEIRO6_281,Non-territorial advisors or administrative civil officials,"Non-territorial advisors or administrative civil officials: functionaries who advise or act at the direction of the political leader, but who are not personal servants or retainers (e.g., talking chiefs)",,Political Organization,Categorical,,,,
CARNEIRO6_282,Officials overseeing government-controlled activities,Specialized officials in charge of one or more activities or enterprises controlled or supervised by the government,,Political Organization,Categorical,,,,
CARNEIRO6_283,"Hierarchy of non-territorial administrative officials [Note, identical to CARNEIRO4_157]",Hierarchy of non-territorial administrative officials (excluding palace hierarchy),,Political Organization,Categorical,,,,
CARNEIRO6_284,Secondary political officials may appoint their subordinates,Secondary political officials may appoint their subordinates,,Political Organization,Categorical,,,,
CARNEIRO6_285,"Provincial administrative centers [Note, identical to CARNEIRO4_153]",Provincial or district administrative centers where officials appointed by the state (other than local chiefs) collect taxes or maintain order,,Political Organization,Categorical,,,,
CARNEIRO6_286,Municipal governments,Towns or cities within a larger political unit have municipal governments,,Political Organization,Categorical,,,,
CARNEIRO6_287,Secretariat administering laws or decrees,"Secretariat, in charge of drafting, promulgating, and circulating laws or royal decrees",,Political Organization,Categorical,,,,
CARNEIRO6_288,"State accountant or treasurer [Note, similar to CARNEIRO4_111]","Accountant or treasurer who keeps track of the wealth accumulated by the chief, king, or state",,Political Organization,Categorical,,,,
CARNEIRO6_289,"Inspectors, censors, or secret agents [Note, similar to CARNEIRO4_162]","Inspectors, censors, or secret agents who examine records or investigate the functioning of officials, popular discontent, etc.",,Political Organization,Categorical,,,,
CARNEIRO6_290,"Census taken [Note, similar to CARNEIRO4_349]",Census taken (including simple enumerations or head counts),,Political Organization,Categorical,,,,
CARNEIRO6_291,"Organized messenger or courier system [Note, identical to CARNEIRO4_353]",Organized messenger or courier system which links together most of the society’s territory,,Political Organization,Categorical,,,,
CARNEIRO6_292,"Ministries [Note, similar to CARNEIRO4_158]",Ministries: government departments headed by ministers and having full-time staffs of officials and clerks,,Political Organization,Categorical,,,,
CARNEIRO6_293,Ministry of revenue or finance,Ministry of revenue or finance,,Political Organization,Categorical,,,,
CARNEIRO6_294,Ministry of public works,Ministry of public works,,Political Organization,Categorical,,,,
CARNEIRO6_295,Ministry of justice,Ministry of justice,,Political Organization,Categorical,,,,
CARNEIRO6_296,"Ministry of religious affairs, rites, or ceremonials","Ministry of religious affairs, rites, or ceremonials",,Political Organization,Categorical,,,,
CARNEIRO6_297,Ministry of foreign affairs,Ministry of foreign affairs,,Political Organization,Categorical,,,,
CARNEIRO6_298,Ministry of war,Ministry of war,,Political Organization,Categorical,,,,
CARNEIRO6_299,"Prime minister [Note, similar to CARNEIRO4_160]",Prime minister: principal administrative official below the ruler who initiates or executes policy,,Political Organization,Categorical,,,,
CARNEIRO6_300,"Council of ministers advising the ruler [Note, identical to CARNEIRO4_159]",Council of ministers forming a regular advisory body to the ruler,,Political Organization,Categorical,,,,
CARNEIRO6_301,"Authentication devices for official actions [Note, similar to CARNEIRO4_179]","Devices used to confirm or authenticate official orders, decrees, actions, and transactions (e.g., seals, signatures, rings, or other symbols)",,Political Organization,Categorical,,,,
CARNEIRO6_302,Auditing of government financial accounts,Auditing procedures to check for errors or embezzlement in government financial accounts,,Political Organization,Categorical,,,,
CARNEIRO6_303,Government budget,"Budget: a comprehensive and itemized estimate of anticipated revenues and expenditures, periodically prepared by government officials",,Political Organization,Categorical,,,,
CARNEIRO6_304,Annals of state affairs,Annals of state affairs regularly kept by official historian(s),,Political Organization,Categorical,,,,
CARNEIRO6_305,State archives,Archives in which official records and state papers are kept,,Political Organization,Categorical,,,,
CARNEIRO6_306,State officials paid a fixed salary,State officials paid a fixed salary,,Political Organization,Categorical,,,,
CARNEIRO6_307,Officials' salaries paid in currency,"Officials' salaries paid, at least in part, in currency rather than in kind",,Political Organization,Categorical,,,,
CARNEIRO6_308,Codified regulations for administrative structure,Codified regulations minutely govern the constitution and operation of the administrative structure,,Political Organization,Categorical,,,,
CARNEIRO6_309,"Political leader does not engage in subsistence [Note, similar to CARNEIRO4_150]",Political leader does not ordinarily engage in subsistence,,Political Organization,Categorical,,,,
CARNEIRO6_310,Political leader abstains from low-status activities,"Political leader may not engage in certain common economic activities, which are considered to be beneath his status",,Political Organization,Categorical,,,,
CARNEIRO6_311,Political leader entertains on a lavish scale,Political leader entertains on a lavish scale,,Political Organization,Categorical,,,,
CARNEIRO6_312,"Political leader bestows land, slaves, rank [Note, similar to CARNEIRO4_167]","Political leader bestows land, slaves, wealth, women, or noble rank for services rendered",,Political Organization,Categorical,,,,
CARNEIRO6_313,"Political leader appoints officials [Note, identical to CARNEIRO4_166]",Political leader appoints and deposes subordinate political officials,,Political Organization,Categorical,,,,
CARNEIRO6_314,Political leader promulgates laws,"Political leader promulgates laws, issues decrees, or makes proclamations to the populace (not just orders that are obeyed)",,Political Organization,Categorical,,,,
CARNEIRO6_315,"Political leader grants audiences [Note, similar to CARNEIRO4_168]",Political leader grants formal audiences to hear grievances or petitions (exclude appeal in legal cases),,Political Organization,Categorical,,,,
CARNEIRO6_316,Political leader travels around the kingdom,"Political leader makes regular visits to various parts of the kingdom to examine conditions, hear cases, collect taxes, awe his subjects, etc.",,Political Organization,Categorical,,,,
CARNEIRO6_317,Political leader travels with a retinue,Political leader travels with a retinue,,Political Organization,Categorical,,,,
CARNEIRO6_318,"Political leader controls religious institutions [Note, similar to CARNEIRO4_169]","Political leader exercises considerable control over the activities of temples or the church (e.g., performs investiture of priests, endows temples)",,Political Organization,Categorical,,,,
CARNEIRO6_319,"Political leader performs essential societal rituals [Note, identical to CARNEIRO4_182]","Political leader performs rituals considered essential for the welfare of the society, and which only he can perform",,Political Organization,Categorical,,,,
CARNEIRO6_320,"Installation ceremony for political leader [Note, identical to CARNEIRO4_177]","Special ceremony for installation or investiture of new political leader (e.g., oath of office, coronation)",,Political Organization,Categorical,,,,
CARNEIRO6_321,"Political leader has special symbols of office [Note, similar to CARNEIRO4_178]","Political leader has special symbols of office or authority (e.g., throne, crown, scepter, seal, robes)",,Political Organization,Categorical,,,,
CARNEIRO6_322,"Deference to political leader [Note, identical to CARNEIRO4_180]","Displays of special deference to political leader (e.g., carrying in a litter, averting the eyes, bowing)",,Political Organization,Categorical,,,,
CARNEIRO6_323,"Officials or sub-chiefs swear allegiance to the leader [Note, similar to CARNEIRO4_181]","Officials, vassals, sub-chiefs, or courtiers swear allegiance to the chief, king, or state",,Political Organization,Categorical,,,,
CARNEIRO6_324,Political leader addressed by honorific titles,Political leader addressed or referred to by various honorific titles,,Political Organization,Categorical,,,,
CARNEIRO6_325,Lese majesty severely punished,"Lese majesty — an offense against the dignity, person, or property of the ruler — severely punished",,Political Organization,Categorical,,,,
CARNEIRO6_326,"(Semi)divine ruler [Note, similar to CARNEIRO4_183]","Ruler is considered divine, semi-divine, or sacred, or traces his descent from a god",,Political Organization,Categorical,,,,
CARNEIRO6_327,"Political leader buried with wealth [Note, similar to CARNEIRO4_184]",Political leader buried with large amounts of wealth,,Political Organization,Categorical,,,,
CARNEIRO6_328,"Political leader buried with wives or slaves [Note, similar to CARNEIRO4_186]","Wives, concubines, retainers, or slaves of political leader buried with him or otherwise killed at the time of his death",,Political Organization,Categorical,,,,
CARNEIRO6_329,"Political leader elaborately buried [Note, similar to CARNEIRO4_185]","Political leader buried in an elaborate tomb or grave (e.g., burial mound, cist grave, thatched building, pyramid)",,Political Organization,Categorical,,,,
CARNEIRO6_330,"Special treatment to preserve leader’s corpse [Note, similar to CARNEIRO4_187]","Special treatment (e.g., desiccation, embalming) to preserve the political leader’s corpse or part thereof (not just the bones)",,Political Organization,Categorical,,,,
CARNEIRO6_331,"Deceased political leader reverenced [Note, identical to CARNEIRO4_188]","Deceased former political leader especially reverenced (e.g., his spirit invoked or propitiated, monuments erected to his memory)",,Political Organization,Categorical,,,,
CARNEIRO6_332,"Ruler receives food and goods as gifts, tribute or taxes","Chief or king receives large amounts of food and/or other goods as gifts, tribute, taxes, or fines",,Political Organization,Categorical,,,,
CARNEIRO6_333,"Special residence for political leader [Note, similar to CARNEIRO4_175]",Political leader lives in a special residence or compound categorically superior to any other residence,,Political Organization,Categorical,,,,
CARNEIRO6_334,"Royal estates [Note, identical to CARNEIRO4_176]","Royal estates, residences, or preserves outside the capital which are the property of the ruler",,Political Organization,Categorical,,,,
CARNEIRO6_335,"Full-time retainers for political leader [Note, identical to CARNEIRO4_170]",Political leader has full-time personal attendants or retainers,,Political Organization,Categorical,,,,
CARNEIRO6_336,Royal household maintained by a steward and staff,Royal or chiefly household maintained by a steward and staff,,Political Organization,Categorical,,,,
CARNEIRO6_337,"Court [Note, similar to CARNEIRO4_174]","Court, a body of officials, members of the upper classes, retainers, entertainers, etc., surrounding the chief or king",,Political Organization,Categorical,,,,
CARNEIRO6_338,"Ruler has significantly more wives or concubines [Note, similar to CARNEIRO4_171]",Chief or king has significantly more wives or concubines than anyone else,,Political Organization,Categorical,,,,
CARNEIRO6_339,"Ruler has a harem [Note, identical to CARNEIRO4_172]","Chief or king has a harem (a special residence(s) supervised by a responsible official(s), e.g., a eunuch)",,Political Organization,Categorical,,,,
CARNEIRO6_340,"Ruler has a bodyguard [Note, identical to CARNEIRO4_173]",Bodyguard to protect the ruler’s person,,Political Organization,Categorical,,,,
CARNEIRO6_341,Private tutors for children of nobles,Private tutors retained at court to instruct prince(s) and/or children of nobles,,Political Organization,Categorical,,,,
CARNEIRO6_342,Political leader has storehouse or treasury,"Political leader has storehouse or treasury (for hard goods or valuables, rather than for food)",,Political Organization,Categorical,,,,
CARNEIRO6_343,"Formal treaties between societies [Note, similar to CARNEIRO4_190]","Formal treaties (recorded or witnessed and sworn) concluded between societies to establish alliances, to settle disputes, or to end wars",,Political Organization,Categorical,,,,
CARNEIRO6_344,"Ambassadors [Note, identical to CARNEIRO4_191]",Ambassador(s): diplomatic representative acting in regular relations with a foreign government,,Political Organization,Categorical,,,,
CARNEIRO6_345,Diplomatic missions,Diplomatic missions by government officials carried out for specific purposes,,Political Organization,Categorical,,,,
CARNEIRO6_346,"Passports, visas, or tallies","Passports, visas, or tallies to control the entry or exit of persons, native or foreign",,Political Organization,Categorical,,,,
CARNEIRO6_347,"Superordinate tribe or state [Note, identical to CARNEIRO4_189]","Superordinate tribe or state which receives tribute, labor, soldiers, or other recognition of obligation from subordinate or vassal tribe(s) or state(s)",,Political Organization,Categorical,,,,
CARNEIRO6_348,Resident officials overseeing native rulers of subordinate states,Resident political officials who oversee native rulers of feudatory or tributary states,,Political Organization,Categorical,,,,
CARNEIRO6_349,Composition,Composition: redress of death or bodily injury by payment of an indemnity to the victim or his relatives (with or without a formal judicial proceeding),,Law and Judicial Process,Categorical,,,,
CARNEIRO6_350,Ordeals or oaths to establish guilt or settle disputes,Ordeals or oaths to establish guilt or innocence or to settle disputes prescribed or enforced (exclude torture applied to extract a confession),,Law and Judicial Process,Categorical,,,,
CARNEIRO6_351,"Mediation used to settle inter-community disputes [Note, similar to CARNEIRO4_196]",Mediation or formal legal procedure customarily used to settle at least one type of dispute within the political unit,,Law and Judicial Process,Categorical,,,,
CARNEIRO6_352,Land disputes settled by political or judicial authority,"Disputes over land settled by political or judicial authority, rather than only by mediation or fighting",,Law and Judicial Process,Categorical,,,,
CARNEIRO6_353,"Judicial process [Note, identical to CARNEIRO4_197]","Judicial process, in which an individual or limited group (e.g., council of elders, tribal chief, court of law) considers evidence and renders judgment in a dispute, or of an accused person, on behalf of the society",,Law and Judicial Process,Categorical,,,,
CARNEIRO6_354,"Court trials [Note, similar to CARNEIRO4_198]","Court trials, held under specialized judges or magistrates who hear testimony and weigh evidence, interpret the law or customary law, and render a decision in civil or criminal cases",,Law and Judicial Process,Categorical,,,,
